30, 120
30, 80
30, 120
30, 80
50, 100
50, 100
10, 100
10, 100
31, 120
31, 80
29, 120
29, 80
50, 101
50, 99
10, 101
10, 99
32, 120
32, 80
28, 120
28, 80
50, 102
50, 98
10, 102
10, 98
33, 120
33, 80
27, 120
27, 80
50, 103
50, 97
10, 103
10, 97
34, 120
34, 80
26, 120
26, 80
50, 104
50, 96
10, 104
10, 96
35, 119
35, 81
25, 119
25, 81
49, 105
49, 95
11, 105
11, 95
36, 118
36, 82
24, 118
24, 82
48, 106
48, 94
12, 106
12, 94
37, 117
37, 83
23, 117
23, 83
47, 107
47, 93
13, 107
13, 93
38, 116
38, 84
22, 116
22, 84
46, 108
46, 92
14, 108
14, 92
39, 115
39, 85
21, 115
21, 85
45, 109
45, 91
15, 109
15, 91
40, 114
40, 86
20, 114
20, 86
44, 110
44, 90
16, 110
16, 90
41, 113
41, 87
19, 113
19, 87
43, 111
43, 89
17, 111
17, 89
42, 112
42, 88
18, 112
18, 88
42, 112
42, 88
18, 112
18, 88
43, 111
43, 89
17, 111
17, 89
41, 113
41, 87
19, 113
19, 87
44, 110
44, 90
16, 110
16, 90
40, 114
40, 86
20, 114
20, 86
45, 109
45, 91
15, 109
15, 91
39, 115
39, 85
21, 115
21, 85
46, 108
46, 92
14, 108
14, 92
38, 116
38, 84
22, 116
22, 84
47, 107
47, 93
13, 107
13, 93
37, 117
37, 83
23, 117
23, 83
48, 106
48, 94
12, 106
12, 94
36, 118
36, 82
24, 118
24, 82
49, 105
49, 95
11, 105
11, 95
35, 119
35, 81
25, 119
25, 81
50, 104
50, 96
10, 104
10, 96
34, 120
34, 80
26, 120
26, 80
30, 30
30, 31
30, 32
30, 33
30, 34
30, 35
30, 36
30, 37
30, 38
30, 39
30, 40
30, 41
30, 42
30, 43
30, 44
30, 45
30, 46
30, 47
30, 48
30, 49
30, 50
30, 51
30, 52
30, 53
30, 54
30, 55
30, 56
30, 57
30, 58
30, 59
30, 60
30, 61
30, 62
30, 63
30, 64
30, 65
30, 66
30, 67
30, 68
30, 69
30, 70
30, 71
30, 72
30, 73
30, 74
30, 75
30, 76
30, 77
30, 78
30, 79
30, 80
20, 1
20, 2
21, 3
21, 4
21, 5
22, 6
22, 7
22, 8
23, 9
23, 10
23, 11
24, 12
24, 13
24, 14
25, 15
25, 16
26, 17
26, 18
26, 19
27, 20
27, 21
27, 22
28, 23
28, 24
28, 25
29, 26
29, 27
29, 28
30, 29
30, 30
40, 1
40, 2
39, 3
39, 4
39, 5
38, 6
38, 7
38, 8
37, 9
37, 10
37, 11
36, 12
36, 13
36, 14
35, 15
35, 16
34, 17
34, 18
34, 19
33, 20
33, 21
33, 22
32, 23
32, 24
32, 25
31, 26
31, 27
31, 28
30, 29
30, 30
60, 15
59, 16
59, 17
58, 18
57, 19
57, 20
56, 21
55, 22
55, 23
54, 24
53, 25
53, 26
52, 27
51, 28
51, 29
50, 30
50, 30
51, 31
51, 32
52, 33
53, 34
53, 35
54, 36
55, 37
55, 38
56, 39
57, 40
57, 41
58, 42
59, 43
59, 44
60, 45
24, 108
24, 102
24, 108
24, 102
27, 105
27, 105
21, 105
21, 105
25, 108
25, 102
23, 108
23, 102
27, 106
27, 104
21, 106
21, 104
26, 107
26, 103
22, 107
22, 103
26, 107
26, 103
22, 107
22, 103
27, 106
27, 104
21, 106
21, 104
25, 108
25, 102
23, 108
23, 102
36, 108
36, 102
36, 108
36, 102
39, 105
39, 105
33, 105
33, 105
37, 108
37, 102
35, 108
35, 102
39, 106
39, 104
33, 106
33, 104
38, 107
38, 103
34, 107
34, 103
38, 107
38, 103
34, 107
34, 103
39, 106
39, 104
33, 106
33, 104
37, 108
37, 102
35, 108
35, 102
90, 25
91, 26
91, 27
92, 28
92, 29
93, 30
93, 31
94, 32
94, 33
95, 34
95, 35
95, 20
94, 21
93, 22
92, 23
91, 24
90, 25
90, 35
91, 36
92, 37
93, 38
94, 39
95, 40
