-30,20
-30,-20
-30,20
-30,-20
-10,0
-10,0
-50,0
-50,0
-29,20
-29,-20
-31,20
-31,-20
-10,1
-10,-1
-50,1
-50,-1
-28,20
-28,-20
-32,20
-32,-20
-10,2
-10,-2
-50,2
-50,-2
-27,20
-27,-20
-33,20
-33,-20
-10,3
-10,-3
-50,3
-50,-3
-26,20
-26,-20
-34,20
-34,-20
-10,4
-10,-4
-50,4
-50,-4
-25,19
-25,-19
-35,19
-35,-19
-11,5
-11,-5
-49,5
-49,-5
-24,19
-24,-19
-36,19
-36,-19
-11,6
-11,-6
-49,6
-49,-6
-23,19
-23,-19
-37,19
-37,-19
-11,7
-11,-7
-49,7
-49,-7
-22,18
-22,-18
-38,18
-38,-18
-12,8
-12,-8
-48,8
-48,-8
-21,18
-21,-18
-39,18
-39,-18
-12,9
-12,-9
-48,9
-48,-9
-20,17
-20,-17
-40,17
-40,-17
-13,10
-13,-10
-47,10
-47,-10
-19,17
-19,-17
-41,17
-41,-17
-13,11
-13,-11
-47,11
-47,-11
-18,16
-18,-16
-42,16
-42,-16
-14,12
-14,-12
-46,12
-46,-12
-17,15
-17,-15
-43,15
-43,-15
-15,13
-15,-13
-45,13
-45,-13
-16,14
-16,-14
-44,14
-44,-14
-16,14
-16,-14
-44,14
-44,-14
30,20
30,-20
30,20
30,-20
50,0
50,0
10,0
10,0
31,20
31,-20
29,20
29,-20
50,1
50,-1
10,1
10,-1
32,20
32,-20
28,20
28,-20
50,2
50,-2
10,2
10,-2
33,20
33,-20
27,20
27,-20
50,3
50,-3
10,3
10,-3
34,20
34,-20
26,20
26,-20
50,4
50,-4
10,4
10,-4
35,19
35,-19
25,19
25,-19
49,5
49,-5
11,5
11,-5
36,19
36,-19
24,19
24,-19
49,6
49,-6
11,6
11,-6
37,19
37,-19
23,19
23,-19
49,7
49,-7
11,7
11,-7
38,18
38,-18
22,18
22,-18
48,8
48,-8
12,8
12,-8
39,18
39,-18
21,18
21,-18
48,9
48,-9
12,9
12,-9
40,17
40,-17
20,17
20,-17
47,10
47,-10
13,10
13,-10
41,17
41,-17
19,17
19,-17
47,11
47,-11
13,11
13,-11
42,16
42,-16
18,16
18,-16
46,12
46,-12
14,12
14,-12
43,15
43,-15
17,15
17,-15
45,13
45,-13
15,13
15,-13
44,14
44,-14
16,14
16,-14
44,14
44,-14
16,14
16,-14
-60,20
-59,20
-58,20
-57,20
-56,20
-55,20
-54,20
-53,20
-52,20
-51,20
-50,20
-49,20
-48,20
-47,20
-46,20
-45,20
-44,20
-43,20
-42,20
-41,20
-40,20
-39,20
-38,20
-37,20
-36,20
-35,20
-34,20
-33,20
-32,20
-31,20
-30,20
-29,20
-28,20
-27,20
-26,20
-25,20
-24,20
-23,20
-22,20
-21,20
-20,20
-19,20
-18,20
-17,20
-16,20
-15,20
-14,20
-13,20
-12,20
-11,20
-10,20
-9,20
-8,20
-7,20
-6,20
-5,20
-4,20
-3,20
-2,20
-1,20
0,20
1,20
2,20
3,20
4,20
5,20
6,20
7,20
8,20
9,20
10,20
11,20
12,20
13,20
14,20
15,20
16,20
17,20
18,20
19,20
20,20
21,20
22,20
23,20
24,20
25,20
26,20
27,20
28,20
29,20
30,20
31,20
32,20
33,20
34,20
35,20
36,20
37,20
38,20
39,20
40,20
41,20
42,20
43,20
44,20
45,20
46,20
47,20
48,20
49,20
50,20
51,20
52,20
53,20
54,20
55,20
56,20
57,20
58,20
59,20
60,20
-60,20
-60,21
-60,22
-60,23
-60,24
-60,25
-60,26
-60,27
-60,28
-60,29
-60,30
-60,31
-60,32
-60,33
-60,34
-60,35
-60,36
-60,37
-60,38
-60,39
-60,40
-60,41
-60,42
-60,43
-60,44
-60,45
-60,46
-60,47
-60,48
-60,49
-60,50
-60,51
-60,52
-60,53
-60,54
-60,55
-60,56
-60,57
-60,58
-60,59
-60,60
-60,61
-60,62
-60,63
-60,64
-60,65
-60,66
-60,67
-60,68
-60,69
-60,70
-60,71
-60,72
-60,73
-60,74
-60,75
-60,76
-60,77
-60,78
-60,79
-60,80
60,20
60,21
60,22
60,23
60,24
60,25
60,26
60,27
60,28
60,29
60,30
60,31
60,32
60,33
60,34
60,35
60,36
60,37
60,38
60,39
60,40
60,41
60,42
60,43
60,44
60,45
60,46
60,47
60,48
60,49
60,50
60,51
60,52
60,53
60,54
60,55
60,56
60,57
60,58
60,59
60,60
60,61
60,62
60,63
60,64
60,65
60,66
60,67
60,68
60,69
60,70
60,71
60,72
60,73
60,74
60,75
60,76
60,77
60,78
60,79
60,80
-60,80
-59,80
-58,80
-57,80
-56,80
-55,80
-54,80
-53,80
-52,80
-51,80
-50,80
-49,80
-48,80
-47,80
-46,80
-45,80
-44,80
-43,80
-42,80
-41,80
-40,80
-39,80
-38,80
-37,80
-36,80
-35,80
-34,80
-33,80
-32,80
-31,80
-30,80
-29,80
-28,80
-27,80
-26,80
-25,80
-24,80
-23,80
-22,80
-21,80
-20,80
-19,80
-18,80
-17,80
-16,80
-15,80
-14,80
-13,80
-12,80
-11,80
-10,80
-9,80
-8,80
-7,80
-6,80
-5,80
-4,80
-3,80
-2,80
-1,80
0,80
1,80
2,80
3,80
4,80
5,80
6,80
7,80
8,80
9,80
10,80
11,80
12,80
13,80
14,80
15,80
16,80
17,80
18,80
19,80
20,80
21,80
22,80
23,80
24,80
25,80
26,80
27,80
28,80
29,80
30,80
31,80
32,80
33,80
34,80
35,80
36,80
37,80
38,80
39,80
40,80
41,80
42,80
43,80
44,80
45,80
46,80
47,80
48,80
49,80
50,80
51,80
52,80
53,80
54,80
55,80
56,80
57,80
58,80
59,80
60,80
40,60
40,61
40,62
40,63
40,64
40,65
40,66
40,67
40,68
40,69
40,70
40,71
40,72
40,73
40,74
40,75
40,76
40,77
40,78
40,79
40,80
40,60
41,60
42,60
43,60
44,60
45,60
46,60
47,60
48,60
49,60
50,60
51,60
52,60
53,60
54,60
55,60
56,60
57,60
58,60
59,60
60,60
